protein_id,class_id
3j3q_1_DY_4H_model1,8
6nqa_5_E_D_model1,56
1klv_1_A_A_model5,85
7vvu_7_G_D_model1,93
7x9b_1_A_A_model1,64
8pjk_1_A_A_model1,64
9b3d_1_C_C_model1,90
8sgq_7_L_D_model1,52
3j3q_1_YT_l3_model1,8
8a2r_1_E_E_model1,90
3j3q_1_MM_aw_model1,8
6la9_4_H_H_model1,56
6j50_21_U_d_model1,56
7nao_11_K_K_model1,60
6dpx_1_A_A_model1,54
3j3q_1_AM_1N_model1,8
6qnw_3_I_I_model1,10
3j3y_1_D_3A_model1,8
6uby_1_C_C_model1,90
7xfm_4_D_D_model1,93
8tqp_1_B_B_model1,25
3j3y_1_KX_8t_model1,8
7td4_2_B_A_model1,94
3j3y_1_YRA_iN_model1,8
3j34_1_FA_I_model1,8
6bno_1_D_D_model1,90
7y7i_4_D_D_model1,56
5x0y_4_D_D_model1,70
6bnp_2_K_E_model1,90
5tbw_18_KB_CR_model1,37
3dlg_1_A_A_model1,22
3j3q_1_LL_a4_model1,8
7wj5_1_A_A_model1,21
3j3y_1_GHA_5c_model1,8
7out_1_C_C_model1,47
5b0y_3_G_G_model1,86
7xvl_4_HA_R_model1,56
7w3b_20_T_t_model1,33
7d63_12_L_SO_model1,91
7u0g_3_G_G_model1,14
4k43_1_A_A_model1,90
3j3q_1_UK_hT_model1,8
3j3q_1_FG_5N_model1,8
8bzl_12_M_L_model1,92
8ru2_1_A_B_model1,61
6n8l_10_J_E_model1,5
8ewc_62_JB_AZ_model1,45
6r90_3_G_G_model1,86
6c0w_3_C_C_model1,31
7xti_29_EA_h_model1,56
6gqb_57_EB_z_model1,16
1p3p_4_E_C_model1,49
8ti3_1_A_A_model1,61
2ff6_3_C_A_model1,90
6r84_19_S_5_model1,37
7w0h_26_AA_c_model1,18
6fai_21_U_J_model1,16
8j9b_1_C_C_model1,61
7ttt_7_G_G_model1,7
8q0a_37_LA_l_model1,81
4v8y_26_Z_AR_model1,0
6e0p_4_D_D_model1,56
5it9_22_V_V_model1,23
6z4t_1_A_A_model1,88
7vl8_1_A_A_model1,64
6jyl_4_D_D_model1,70
3j3q_1_LI_Z_model1,8
3j3y_1_FIA_4v_model1,8
1svk_1_A_A_model1,94
3j3q_1_WRA_jM_model1,8
7a45_1_A_A_model1,39
7otx_1_A_A_model1,47
3j3q_1_CYA_3S_model1,8
4a0w_1_D_D_model1,66
5cn5_1_A_A_model1,15
3j3y_1_UMA_fM_model1,8
8evs_12_L_BV_model1,83
3j3q_1_OS_cm_model1,8
3j3q_1_MI_ao_model1,8
3j3q_1_CUA_3K_model1,8
3j3y_1_CBA_2V_model1,8
8p8n_11_K_QZ_model1,45
1p3f_5_J_H_model1,93
1k0t_1_A_A_model6,41
8ty6_1_D_D_model1,25
6lab_3_Q_Q_model1,14
3j3q_1_BV_2V_model1,8
7bti_1_B_B_model1,90
8v30_1_B_B_model1,61
7nan_8_V_V_model1,71
5mva_1_G_G_model1,90
8c4e_1_B_B_model1,90
1vxd_1_A_A_model1,19
7qj7_2_B_e_model1,61
3j3q_1_CY_3R_model1,8
3j3q_1_LYA_aV_model1,8
6wdr_9_I_J_model1,16
8sh9_2_J_a_model1,7
6y5j_2_B_B_model1,53
7y65_1_A_A_model1,21
3j3y_1_IOA_7G_model1,8
4v8z_58_FB_BX_model1,62
8f8r_1_G_G_model1,90
4a0o_1_O_O_model1,66
3j3y_1_CKA_2n_model1,8
8dk5_3_C_C_model1,14
8kb5_4_H_H_model1,56
3j3y_1_QFA_cH_model1,8
3j3y_1_HOA_6Y_model1,8
8bqx_36_JA_b_model1,17
6a5u_19_W_h_model1,56
6l49_3_U_U_model1,86
4a0o_1_L_L_model1,66
7pey_4_D_N_model1,79
7jo9_4_D_D_model1,34
8evi_5_E_C_model1,14
3j3y_1_ENA_4L_model1,8
1ll9_1_A_A_model1,54
8ty6_1_B_B_model1,25
6wjn_24_X_s_model1,92
7wz4_2_B_A_model1,21
8id3_4_D_A_model1,21
8a2s_1_D_D_model1,90
7w3j_14_BA_R_model1,60
6uz7_26_Z_AX_model1,26
5lf4_12_L_L_model1,92
6j4z_21_U_d_model1,56
1ken_2_D_D_model1,53
3rek_4_D_D_model1,70
7nvo_3_L_q_model1,35
8dnf_1_D_D_model1,61
6r84_48_VA_I_model1,5
1myf_1_A_A_model11,19
3j3q_1_YJA_kl_model1,8
2opq_1_A_A_model1,32
8yuv_1_A_A_model1,64
8agu_14_N_N_model1,74
7v96_6_F_D_model1,56
6y9w_1_B_B_model1,8
7pfw_4_D_d_model1,79
6l4a_4_N_N_model1,56
3j3q_1_KU_9x_model1,8
3j3q_1_GK_6K_model1,8
8h9q_2_I_G_model1,36
8cxb_14_P_Z_model1,92
3j3q_1_OE_cK_model1,8
7cow_6_J_H_model1,56
7oh9_4_H_H_model1,70
6t79_4_H_H_model1,79
8ugi_52_AB_3H_model1,96
6t7i_24_X_SW_model1,17
7yu3_2_B_A_model1,21
7p1g_2_E_B_model1,90
3lak_1_B_B_model1,22
6ri5_20_T_U_model1,37
7uti_1_B_D_model1,90
7pf0_4_D_D_model1,79
5lf7_8_H_H_model1,71
2v7q_3_G_G_model1,38
7k21_1_B_B_model1,90
7ota_1_A_A_model1,47
6jma_5_J_H_model1,56
4u52_15_PC_c3_model1,91
8c4c_1_A_A_model1,90
7qxn_32_FA_T_model1,33
8pfr_28_BA_LJ_model1,5
3j3y_1_XPA_hb_model1,8
6zko_40_OA_v_model1,81
5ndw_41_CC_M7_model1,37
3j3y_1_GKA_5i_model1,8
4a0o_1_B_B_model1,66
5dgf_53_CE_m7_model1,37
8hal_3_C_C_model1,14
6t7t_25_Y_SV_model1,83
8jh2_23_W_g_model1,14
3j3q_1_CRA_3E_model1,8
2yjf_1_A_A_model1,90
3j3q_1_HKA_7A_model1,8
6j50_20_X_g_model1,86
6nsf_2_B_B_model1,51
1o1a_4_EA_5_model1,90
4r8p_4_D_D_model1,70
6wjd_33_UA_t_model1,33
3j3y_1_B_1i_model1,8
3j3q_1_JFA_8f_model1,8
3gtc_1_A_A_model1,54
5dgv_11_LC_s9_model1,16
7xvl_4_BA_D_model1,56
3wkj_4_D_D_model1,56
7by0_4_D_D_model1,56
5xtc_11_K_c_model1,18
8p94_8_L_N_model1,61
8ud9_14_N_b_model1,33
7v9j_3_C_C_model1,14
7qxw_30_DA_R_model1,60
3j34_1_G_J_model1,8
6cxj_1_D_D_model1,61
3j3q_1_AEA_18_model1,8
3j3y_1_PKA_bj_model1,8
4reo_1_A_A_model1,6
3j3q_1_KEA_9S_model1,8
3j3q_1_UA_h9_model1,8
3j3q_1_AXA_1k_model1,8
6m5g_1_D_D_model1,90
7xt7_29_CA_d_model1,56
6xbj_2_B_A_model1,21
4u4u_11_K_S9_model1,16
8azk_11_Y_Y_model1,69
3j3q_1_UPA_he_model1,8
7va4_6_Z_h_model1,56
8cvt_20_TA_t_model1,33
3j3y_1_NKA_aI_model1,8
7nk1_3_C_C_model1,84
3j3q_1_WM_jB_model1,8
3j3q_1_BK_29_model1,8
3j3y_1_YIA_i5_model1,8
6zkm_40_OA_v_model1,81
5le5_8_V_V_model1,71
8g6s_3_G_G_model1,14
7zw0_21_U_sG_model1,0
6rey_11_Y_Y_model1,69
7so4_1_A_A_model1,32
1s32_5_J_H_model1,70
3j82_2_D_D_model1,61
6msb_28_CA_O_model1,71
6upk_3_C_C_model1,31
1lot_2_B_B_model1,90
1o1c_4_AA_0_model1,90
3j3y_1_CQA_2z_model1,8
6k1i_3_C_C_model1,14
6n8k_10_J_E_model1,5
7a1g_14_N_b_model1,17
7x9a_2_B_A_model1,64
7nxv_1_D_D_model1,90
3j3y_1_PLA_bl_model1,8
3j3q_1_VW_ig_model1,8
5lf0_8_H_H_model1,71
3x1v_5_J_H_model1,56
6t25_1_E_E_model1,90
6kll_1_D_D_model1,90
4u3u_64_LB_N8_model1,74
6jeo_3_O_dC_model1,41
6v2k_4_H_H_model1,56
3j3y_1_VMA_g4_model1,8
6i7o_28_BA_W_model1,16
1o1d_4_CA_2_model1,90
6k1j_4_D_D_model1,56
2wse_7_G_C_model1,43
3j3y_1_BSA_2J_model1,8
9b27_1_C_C_model1,90
7v90_3_G_G_model1,14
3j3y_1_ZGA_im_model1,8
8hoc_1_A_A_model1,21
7w3k_13_AA_O_model1,71
2ybb_16_P_h_model1,46
5i4l_24_X_D2_model1,17
7pj1_1_A_A_model9,14
3j3q_1_RK_f_model1,8
5ood_1_A_A_model1,90
4n0e_1_A_A_model1,94
6n8o_13_M_H_model1,5
7vl9_1_A_A_model1,64
3j3y_1_SY_eC_model1,8
8q3m_4_H_HHH_model1,56
3j3q_1_TFA_gV_model1,8
3j3q_1_OBA_cF_model1,8
8agt_48_VA_w_model1,55
2pav_1_A_A_model1,90
1myf_1_A_A_model9,19
7tpt_8_N_N_model1,90
5b32_4_D_D_model1,56
5tgm_63_ME_n7_model1,45
4u50_64_ME_n8_model1,74
3j3q_1_UBA_hC_model1,8
5gse_3_G_G_model1,86
3j3y_1_DJA_3U_model1,8
6qt0_21_U_U_model1,37
4kgc_3_C_C_model1,40
3j3y_1_QV_cj_model1,8
7w3c_19_PA_S_model1,92
4v8z_61_IB_Ba_model1,74
5t6n_2_D_D_model1,59
6n1d_4_HB_BL01_model1,11
4a13_1_N_N_model1,66
1eo8_2_B_B_model1,53
1p3i_4_I_G_model1,49
6k1k_4_D_D_model1,56
5gjr_27_OA_p_model1,71
3kxb_4_D_D_model1,70
6nrd_1_I_I_model1,7
3x1t_5_J_H_model1,56
8jne_3_G_G_model1,86
7va4_6_V_d_model1,56
3j3y_1_ZEA_ii_model1,8
3j3q_1_QHA_e5_model1,8
1y64_1_A_A_model1,90
3av2_3_G_G_model1,86
3j3y_1_JX_8A_model1,8
6r25_7_K_H_model1,56
6seg_4_H_H_model1,34
4uo3_2_F_F_model1,51
3j3q_1_KXA_E_model1,8
8ox0_3_G_G_model1,31
7x0v_6_F_I_model1,52
3hen_1_A_A_model1,88
3j3q_1_DW_4D_model1,8
1abs_1_A_A_model1,39
6kwy_12_L_L_model1,92
6nj9_4_H_H_model1,56
3j3y_1_LW_9a_model1,8
5t6r_28_BA_m_model1,45
3j3y_1_JR_83_model1,8
6zqd_57_HB_DW_model1,17
6nra_8_H_H_model1,35
5vtw_2_D_D_model1,59
5mva_1_I_I_model1,90
7qim_1_D_D_model1,90
6sv4_28_PF_Wc_model1,16
7dwq_4_D_C_model1,41
5m32_13_M_a_model1,33
3azi_3_G_G_model1,86
7qya_32_FA_T_model1,33
6msb_33_HA_T_model1,33
5osf_1_A_A_model1,67
3j3q_1_TLA_gh_model1,8
8ox0_4_D_D_model1,34
4fnk_2_D_D_model1,59
7dr2_3_C_aC_model1,43
3ba2_1_A_A_model1,15
3j3y_1_RHA_d3_model1,8
6aov_2_B_B_model1,51
4u4n_43_RD_l6_model1,5
1c0u_1_A_A_model1,22
5fci_23_W_D1_model1,83
4h4o_1_A_A_model1,9
3j3y_1_XG_hI_model1,8
3j3y_1_CX_37_model1,8
3j3q_1_YQ_ky_model1,8
7kre_1_A_A_model1,9
3j3q_1_EFA_4X_model1,8
6vz4_3_G_G_model4,40
3j3y_1_SQ_e2_model1,8
4k41_1_A_A_model1,90
2yng_1_A_A_model1,22
1zho_2_H_G_model1,6
1f66_5_F_D_model1,70
3j3y_1_ZW_w_model1,8
7bv4_1_E_E_model1,85
8tov_1_H_H_model1,25
7zrs_53_AB_BO_model1,37
3j3q_1_OXA_cx_model1,8
5av9_3_G_G_model1,86
7ztc_1_C_C_model1,61
3j3q_1_QMA_eF_model1,8
6zku_40_OA_v_model1,81
3j8k_1_E_E_model1,90
8evr_12_L_BV_model1,83
5dgf_64_NE_n8_model1,74
7qxu_27_AA_O_model1,71
6m3v_3_G_G_model1,14
4puo_1_C_C_model1,47
8y37_10_J_F_model1,27
6rbe_15_O_W_model1,17
8ra6_1_A_A_model1,15
3w98_4_D_D_model1,56
6a5t_18_R_c_model1,86
8ccs_38_LA_M_model1,74
8t3t_4_H_H_model1,70
5apn_28_BA_Z_model1,45
3j3y_1_YT_iP_model1,8
3j3q_1_OTA_cp_model1,8
3j3q_1_ZY_x_model1,8
4u4z_15_PC_c3_model1,91
1hgd_2_B_B_model1,53
8sn3_4_D_D_model1,56
6ne3_5_H_H_model1,56
6bnp_2_I_C_model1,90
6qpg_3_C_C_model1,10
8k4o_4_D_C_model1,94
4rwt_1_D_B_model1,61
8oid_1_B_B_model1,61
6buz_4_D_D_model1,56
3aze_3_C_C_model1,86
8p8m_43_QA_QX_model1,62
3j3y_1_GY_62_model1,8
5y0d_3_C_C_model1,86
1mqm_2_D_E_model1,51
2vlz_1_A_A_model1,15
5hgl_1_B_B_model1,25
8he5_21_U_d_model1,56
7top_8_H_AL06_model1,5
5hgl_1_F_F_model1,25
6gvc_1_D_D_model1,90
6yxr_7_G_C_model1,43
8a2t_1_A_A_model1,90
3j3y_1_QF_cG_model1,8
3j3y_1_VLA_g2_model1,8
3j3y_1_QJ_cO_model1,8
1myi_1_B_B_model1,88
7yfp_1_A_A_model1,61
6upv_2_D_B_model1,90
6n8l_4_D_a_model1,74
8sn9_4_H_H_model1,56
8f8t_1_C_C_model1,90
6n1d_4_D_AL01_model1,11
9az4_1_A_A_model1,90
1myf_1_A_A_model2,19
2yje_1_A_A_model1,90
8uz0_1_D_M_model1,90
8qyo_11_Y_Y_model1,60
5mvy_1_D_D_model1,90
3j3q_1_SN_fv_model1,8
7xx6_4_X_l_model1,56
8ugi_37_LA_1l_model1,18
7v31_26_AA_c_model1,18
7c0m_4_O_d_model1,56
3hmg_2_D_D_model1,53
7plz_2_G_G_model1,90
8h1t_4_D_D_model1,56
3j3y_1_LKA_9H_model1,8
5mei_51_YD_s2_model1,87
3une_8_XA_x_model1,3
6z6p_8_H_D_model1,56
1dtt_1_A_A_model1,22
7w3i_16_P_o_model1,71
5ndg_11_K_S9_model1,16
1npf_1_A_A_model1,15
3j3q_1_FQ_5h_model1,8
1myf_1_A_A_model12,19
8t32_1_A_A_model1,85
8d16_1_B_B_model1,90
5lyb_53_AB_M7_model1,37
6anu_1_F_F_model1,61
6vyp_4_D_D_model1,70
5thf_2_F_F_model1,59
8cxb_13_CA_K_model1,60
5vfo_11_K_Q_model1,69
7suk_14_N_LE_model1,17
5jup_71_SB_SB_model1,83
7va4_6_J_R_model1,56
3j3y_1_IA_6o_model1,8
7yqk_3_C_C_model1,14
3j3q_1_GDA_67_model1,8
6iq4_4_D_D_model1,56
6t7t_18_R_SN_model1,91
4u50_19_TC_c7_model1,0
8i1u_6_F_F_model1,75
8r90_1_A_A_model1,15
7utj_1_A_A_model1,90
3j3y_1_SD_dd_model1,8
3j3q_1_DQ_41_model1,8
7pfa_4_P_R_model1,79
1hgf_2_D_D_model1,53
1k0t_1_A_A_model13,41
7xvm_4_D_D_model1,56
8c83_12_L_Y_model1,91
3j3q_1_LO_aA_model1,8
8v2o_1_C_C_model1,61
3j3q_1_SUA_g9_model1,8
7xfi_4_H_H_model1,93
5cym_1_A_A_model1,9
7wtr_12_L_SW_model1,17
1tkt_1_A_A_model1,22
8ihl_4_H_H_model1,56
1rgi_2_B_A_model1,90
5nbm_2_D_D_model1,61
8smw_4_D_D_model1,56
8hqy_3_C_C_model1,14
7u0j_4_H_H_model1,56
7y7a_24_XNB_Co_model1,43
7r4g_37_LA_l_model1,81
7v9j_4_P_R_model1,56
4v8u_38_LA_BC_model1,11
5imq_29_CA_Z_model1,6
6fo2_8_H_H_model1,46
9fh9_4_E_C_model1,14
5gse_4_D_D_model1,56
4rw4_1_A_A_model1,32
3cjc_1_A_A_model1,90
2wsc_7_G_C_model1,43
5ndw_17_GA_D2_model1,17
1h8h_3_G_G_model1,38
3ogb_1_A_A_model1,88
8bn3_24_X_C3_model1,91
5jrg_3_C_C_model1,86
8iah_5_Q_G_model1,61
6t23_1_D_D_model1,90
8oos_7_G_P_model1,34
3j3y_1_LQA_9T_model1,8
4u4r_64_LB_N8_model1,74
7asl_1_A_A_model1,8
8q1p_37_LA_l_model1,81
5ndw_31_IB_L6_model1,5
6y9z_1_C_C_model1,8
4zux_3_M_M_model1,40
5t6r_8_H_H_model1,5
8shq_5_M_d_model1,52
5ley_10_J_J_model1,69
3j3y_1_INA_7E_model1,8
4eah_1_H_H_model1,90
3j3q_1_JJ_8m_model1,8
3j3q_1_QC_dv_model1,8
2vlx_1_A_A_model1,15
6la2_4_LA_X_model1,56
4pnj_1_A_A_model1,19
7lsw_1_B_B_model1,85
7b7d_17_Q_Y_model1,91
3j3q_1_WWA_jW_model1,8
3j3q_1_POA_dU_model1,8
5i4l_64_LB_N8_model1,74
7vvy_3_C_G_model1,61
1o18_4_DA_4_model1,90
6yov_3_G_G_model1,14
7xfh_3_C_C_model1,49
3j3y_1_OR_bD_model1,8
4u53_4_D_S2_model1,87
4r67_14_PA_p_model1,33
3j3y_1_FU_5G_model1,8
6rgq_11_Y_Y_model1,69
6z6k_64_LB_La_model1,74
6msk_33_UA_t_model1,33
4wu9_4_D_D_model1,70
7mpi_22_V_BV_model1,83
3j3y_1_PNA_bp_model1,8
4u51_11_K_S9_model1,16
3j3y_1_RMA_dD_model1,8
7snq_1_E_E_model1,25
3j3q_1_MKA_at_model1,8
6r0c_3_G_G_model1,14
3j3y_1_CO_2u_model1,8
7xvm_3_G_G_model1,14
3aze_4_H_H_model1,56
8dx8_1_A_A_model1,9
7zpq_64_LB_BZ_model1,74
6vz4_4_D_D_model6,56
8sfe_4_L_d_model1,52
8f22_1_C_C_model1,25
6nra_4_D_D_model1,52
5gak_23_W_I_model1,5
6t4q_18_R_SR_model1,0
1klv_1_A_A_model12,85
6skm_1_F_F_model1,8
5ln3_5_E_4_model1,69
6y7c_17_Q_R_model1,0
3j3q_1_ME_ag_model1,8
7xx6_4_D_H_model1,56
6trd_3_AA_3_model1,41
8hr1_4_H_H_model1,56
7qco_3_N_c_model1,43
5tga_61_KE_n5_model1,62
7p1g_2_B_A_model1,90
6iug_1_E_E_model1,61
6t93_3_C_C_model1,86
3wa9_4_D_D_model1,56
8haj_3_C_C_model1,14
7x3j_8_O_z_model1,75
5ooc_1_D_D_model1,90
7xx5_3_Q_Q_model1,14
8uz1_1_G_P_model1,90
4uo8_2_B_B_model1,51
1rdw_1_A_X_model1,90
8t3y_4_D_D_model1,70
4v8n_37_RC_DC_model1,11
6i7o_21_EC_R_model1,87
8uee_1_F_L_model1,90
7asl_1_R_R_model1,8
8a3y_26_AA_c_model1,14
2gwj_1_A_A_model1,90
3j3q_1_GA_60_model1,8
8d17_1_A_A_model1,90
3afa_3_G_G_model1,86
8d17_1_C_C_model1,90
1fco_1_A_A_model1,54
9az4_1_F_F_model1,90
7ash_1_I_I_model1,8
7qxu_30_DA_R_model1,60
6sv4_40_YC_ac_model1,83
3j3q_1_TSA_gv_model1,8
3j3y_1_WD_gU_model1,8
4u4o_23_XC_d1_model1,83
7r5r_3_G_G_model1,31
3u3e_1_A_A_model1,19
3j3y_1_XA_h6_model1,8
3j3y_1_EFA_45_model1,8
3j3y_1_ZAA_ia_model1,8
3j3y_1_HO_6X_model1,8
8sgq_5_F_Q_model1,35
7ccr_4_S_S_model1,56
7nha_3_C_C_model1,84
5fcj_11_K_S9_model1,16
5ndg_61_JE_n5_model1,62
7xzx_3_C_C_model1,86
6cxi_1_A_A_model1,61
7ahn_1_A_A_model1,90
7vvz_14_R_G_model1,61
6djm_1_D_D_model1,90
1agr_1_B_D_model1,94
3j3q_1_HYA_7c_model1,8
7v9j_4_L_N_model1,56
3j3q_1_HF_7_model1,8
8ugn_52_AB_3H_model1,96
3j3y_1_NZ_ae_model1,8
8qkt_3_M_MMM_model1,14
2hdu_1_B_B_model1,54
3j3q_1_AW_1h_model1,8
8pw5_64_XB_l1_model1,18
5dgv_43_RD_l6_model1,5
8i9u_8_P_P_model1,35
7w3c_20_QA_T_model1,33
7kbf_4_D_D_model1,93
6hkt_4_N_R_model1,56
6snt_62_JB_ap_model1,74
8hr1_4_D_D_model1,56
3j3y_1_SOA_e_model1,8
7nvm_10_S_K_model1,61
3j3y_1_BA_1j_model1,8
7ad9_2_J_I_model1,90
8dxb_1_A_A_model1,9
4fqr_2_X_X_model1,59
7pfe_4_D_d_model1,79
5apn_26_Z_X_model1,62
4w29_20_CC_AY_model1,42
3j3q_1_XLA_k_model1,8
6kdo_1_D_C_model1,32
4u55_24_X_D2_model1,17
6msb_31_FA_R_model1,60
7pm3_1_B_C_model1,90
6epf_13_M_6_model1,28
5mva_1_L_L_model1,90
4kz3_1_B_B_model1,54
3j3y_1_ZR_q_model1,8
1p3l_5_J_H_model1,93
8hki_5_J_g_model1,24
7naq_11_K_K_model1,60
4v5g_38_MA_BC_model1,11
6nzo_4_D_D_model1,80
3j3y_1_G_5M_model1,8
7n9x_1_A_AAA_model1,25
8pp7_5_K_G_model1,14
4zux_4_R_R_model1,80
9ja0_1_E_E_model1,8
5dc3_15_PC_c3_model1,91
3sdy_2_B_B_model1,59
8v27_3_G_G_model1,14
3j3y_1_UO_fP_model1,8
8wmw_3_C_C_model1,43
3j3y_1_RW_dS_model1,8
6nrc_7_O_I_model1,7
8fz5_9_I_I_model1,3
5vfq_13_M_s_model1,92
3j3y_1_MS_P_model1,8
6n8n_24_X_c_model1,37
8kfi_1_A_A_model1,88
3lel_3_M_M_model1,14
5kuy_2_F_F_model1,59
8jcc_3_C_C_model1,14
6la9_3_M_M_model1,14
8x15_11_S_S_model1,61
4u52_43_QA_L6_model1,5
4u4r_53_AB_M7_model1,37
9ja0_1_J_J_model1,8
1rt7_1_A_A_model1,22
3j3y_1_EKA_4F_model1,8
3j3y_1_KBA_8H_model1,8
4rw6_1_A_A_model1,32
5lf6_10_J_J_model1,69
4u3m_4_EC_s2_model1,87
5ln3_6_F_5_model1,60
1hge_2_F_F_model1,53
7r94_1_E_E_model1,90
7und_28_FA_g_model1,40
5dgf_64_LB_N8_model1,74
6z6k_15_O_SJ_model1,16
3j3y_1_IGA_70_model1,8
7dkf_8_S_T1_model1,46
6wkr_12_P_S_model1,70
8smw_4_H_H_model1,56
6kmx_3_U_cC_model1,41
4eah_1_F_F_model1,90
9b0k_1_E_E_model1,90
3j3q_1_UJ_hR_model1,8
4u3m_64_LB_N8_model1,74
3j3q_1_BJA_28_model1,8
3ayw_4_H_H_model1,56
5xrs_2_D_D_model1,51
9ja0_1_K_K_model1,8
8v2z_1_B_B_model1,61
3j3q_1_HL_7B_model1,8
7zpq_27_AA_AV_model1,83
8bn3_62_JB_N8_model1,74
4u4r_19_TC_c7_model1,0
8shl_4_L_d_model1,52
3j3q_1_YA_kS_model1,8
6snt_24_X_W_model1,17
7u46_4_D_D_model1,34
3j3q_1_IRA_8D_model1,8
5dat_53_AB_M7_model1,37
8evp_62_JB_AZ_model1,45
7u2k_4_D_A_model1,21
5ndv_29_CD_n8_model1,74
4u0b_1_I_I_model1,25
3j3q_1_MA_aY_model1,8
6vz4_4_D_D_model4,56
7bt7_1_D_D_model1,90
3une_13_M_a_model1,29
6bnp_2_G_A_model1,90
4u3n_19_S_C7_model1,0
6tpm_1_A_A_model1,54
6y9v_1_E_G_model1,8
3j3q_1_JF_8e_model1,8
5zbx_4_H_H_model1,56
6m4d_4_D_D_model1,56
8jpn_1_A_A_model1,21
3j3y_1_JP_8_model1,8
7uti_1_A_C_model1,90
6esg_4_H_H_model1,70
5xm1_4_H_H_model1,56
8cdr_33_GA_J_model1,62
8ccs_77_YB_t_model1,0
8hki_3_E_D_model1,52
5mvy_1_C_C_model1,90
7brt_1_B_B_model1,73
2vcp_1_A_A_model1,90
3j3y_1_PS_by_model1,8
3jap_17_Q_N_model1,16
7lup_3_F_N_model1,52
4u51_64_NE_n8_model1,74
3j3q_1_NG_bZ_model1,8
8uh3_2_B_A_model1,21
4u6f_4_EC_s2_model1,87
7u4d_4_D_D_model1,34
3j3q_1_BOA_2I_model1,8
6yn1_1_F_K_model1,14
8qyo_11_K_K_model1,60
6hkt_3_OA_W_model1,86
6c1h_1_E_E_model1,90
6wz9_4_D_D_model1,70
1bje_1_A_A_model1,88
8vfz_7_I_D_model1,56
7zw0_25_Y_sa_model1,83
6nhg_8_H_H_model1,46
1efr_3_G_G_model1,38
7w39_19_S_S_model1,92
3j3q_1_XU_kG_model1,8
2xql_2_B_B_model1,56
3j3q_1_TUA_gz_model1,8
6m62_32_FA_Z_model1,45
5ndv_28_BA_N7_model1,45
5tsx_1_E_E_model1,25
2ypg_2_F_F_model1,53
3j3q_1_VDA_i5_model1,8
7sx8_1_F_G_model1,90
3j3q_1_PUA_dg_model1,8
8bip_28_BA_La_model1,74
8cog_1_A_F_model1,61
7zsb_34_HA_d_model1,70
8qkt_6_R_RRR_model1,56
3j3y_1_DQA_3i_model1,8
9c84_1_B_B_model1,54
8v30_1_A_A_model1,61
1klv_1_A_A_model15,85
6r70_11_K_J_model1,69
4j8x_4_H_H_model1,70
3j3q_1_MC_ac_model1,8
8sn2_3_C_C_model1,14
6wez_2_B_B_model1,51
3j3y_1_YU_iQ_model1,8
6c1h_1_C_C_model1,90
6epe_13_M_6_model1,28
8d18_1_F_F_model1,90
8ib8_1_A_A_model1,7
7zuw_53_AB_BO_model1,37
8bip_25_Y_LX_model1,62
1as3_1_A_A_model1,94
5z3o_4_D_D_model1,70
5lf0_8_V_V_model1,71
3j3y_1_PPA_bt_model1,8
8atf_7_G_O_model1,14
6yeo_1_D_D_model1,54
3j3q_1_OFA_cN_model1,8
3j3q_1_EF_4W_model1,8
8ceh_83_EC_y_model1,17
7v9k_3_AA_C_model1,14
6c0p_1_A_A_model1,9
6n4f_2_D_D_model1,51
3j3q_1_LUA_aN_model1,8
3j3y_1_VL_g1_model1,8
7mpj_22_V_BV_model1,83
7w3h_18_R_r_model1,60
8jh3_19_S_d_model1,56
8smy_4_H_H_model1,56
3j3y_1_EMA_4J_model1,8
7plu_2_I_G_model1,90
4u3n_64_LB_N8_model1,74
1h8e_3_G_G_model1,38
6msh_33_GA_T_model1,33
1t44_2_B_A_model1,90
4u4u_43_QA_L6_model1,5
7pex_4_H_h_model1,79
7oh3_26_Z_X_model1,62
5lyb_4_EC_s2_model1,87
4a0w_1_H_H_model1,66
4uo0_2_F_F_model1,51
5ndg_23_W_D1_model1,83
3j8k_1_B_B_model1,90
7aij_1_A_A_model1,47
6kmw_3_S_cC_model1,41
8ox1_4_D_D_model1,34
3dya_1_A_A_model1,22
3j3y_1_BQA_2F_model1,8
7yfn_1_A_A_model1,61
7uti_1_D_F_model1,90
5obm_63_OE_c7_model1,0
6om3_3_S_S_model1,40
3j3q_1_KQA_9q_model1,8
6t23_1_C_C_model1,90
2rvq_2_B_D_model10,56
8sgq_2_G_a_model1,7
4kzb_1_B_B_model1,54
3j3y_1_RPA_dJ_model1,8
3j3q_1_YEA_kb_model1,8
6n8m_29_CA_k_model1,62
3j3y_1_EA_3v_model1,8
5vu4_2_B_B_model1,59
3j3y_1_TJ_eX_model1,8
7x0a_2_C_B_model1,13
7tan_4_D_D_model1,34
3j3q_1_UUA_ho_model1,8
6msh_32_TA_s_model1,92
7pft_4_D_D_model1,79
4a0v_1_E_E_model1,66
7udt_2_B_A_model1,90
8cdr_78_ZB_t_model1,0
6tb3_13_M_W_model1,16
5lf3_8_V_V_model1,71
5kgf_3_G_G_model1,14
5nbn_2_D_D_model1,61
7uti_1_N_P_model1,90
5f1g_1_A_A_model1,57
6e0c_4_H_H_model1,56
7tan_3_G_G_model1,14
5dge_43_RD_l6_model1,5
6y9x_1_D_D_model1,8
7qco_3_C_C_model1,43
6avo_14_W_a_model1,33
6a5l_18_R_c_model1,86
8thy_1_D_D_model1,61
7qja_1_A_e_model1,61
